"","esv_id","kpcofgs","sample_type","ucsb_id","total_sample_number","total_percent_match","total_number_species"
"37","ESV_004251","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, , ","OCOC-S (0-10)","",24,100,21
"38","ESV_004251","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, , ","OCOO-S (0-10)","",221,100,21
"39","ESV_004523","Bacteria, Actinobacteriota, Actinobacteria, Frankiales, Geodermatophilaceae, Blastococcus, ","BCOC-S (0-10)","",11,100,1
"40","ESV_004531","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, , ","OCOO-S (0-10)","",13,100,2
"41","ESV_005114","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Aeromicrobium, ","BCOC-D (30-40)","",47,99.6,10
"42","ESV_005114","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Aeromicrobium, ","BCOO-D (30-40)","",30,99.6,10
"43","ESV_005114","Bacteria, Actinobacteriota, Actinobacteria, Propionibacteriales, Nocardioidaceae, Aeromicrobium, ","OCOC-D (30-40)","",23,99.6,10
"44","ESV_005290","Bacteria, Cyanobacteria, Cyanobacteriia, Chloroplast, , , ","OCOO-D (30-40)","",8,100,1
"45","ESV_005503","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Ureibacillus, ","OCOC-S (0-10)","",9,100,1
"46","ESV_005602","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, ","OCOC-S (0-10)","",8,100,11
"47","ESV_005622","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, Clostridium sensu stricto 7, thermopalmarium","OCOC-S (0-10)","",10,100,1
"48","ESV_005697","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Ureibacillus, ","OCBC-D (30-40)","",12,99.6,5
"49","ESV_005697","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Ureibacillus, ","OCOC-S (0-10)","",13,99.6,5
"50","ESV_005707","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Geobacillus, ","OCOC-D (30-40)","",13,100,2
"51","ESV_005707","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Geobacillus, ","OCOO-D (30-40)","",16,100,2
"52","ESV_006006","Bacteria, Firmicutes, Bacilli, Bacillales, , , ","BCBC-S (0-10)","",30,100,9
"53","ESV_006006","Bacteria, Firmicutes, Bacilli, Bacillales, , , ","BCOC-S (0-10)","",30,100,9
"54","ESV_006006","Bacteria, Firmicutes, Bacilli, Bacillales, , , ","BCOO-S (0-10)","",18,100,9
"55","ESV_006006","Bacteria, Firmicutes, Bacilli, Bacillales, , , ","OCBC-S (0-10)","",10,100,9
"56","ESV_006006","Bacteria, Firmicutes, Bacilli, Bacillales, , , ","OCOC-S (0-10)","",44,100,9
"57","ESV_006006","Bacteria, Firmicutes, Bacilli, Bacillales, , , ","OCOO-S (0-10)","",20,100,9
"58","ESV_006334","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCOC-D (30-40)","",18,100,60
"59","ESV_006334","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCOO-D (30-40)","",23,100,60
"60","ESV_006503","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, ","BCOC-S (0-10)","",16,100,8
"61","ESV_006503","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, ","OCOC-S (0-10)","",13,100,8
"62","ESV_006695","Bacteria, Firmicutes, Bacilli, Paenibacillales, Paenibacillaceae, Ammoniphilus, resinae","BCOC-S (0-10)","",16,100,1
"63","ESV_007363","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","OCOO-D (30-40)","",9,100,5
"64","ESV_007499","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, ","OCOC-D (30-40)","",26,100,1
"65","ESV_007623","Bacteria, Proteobacteria, Alphaproteobacteria, , , , ","BCBC-S (0-10)","",9,100,4
"66","ESV_007623","Bacteria, Proteobacteria, Alphaproteobacteria, , , , ","BCOO-S (0-10)","",9,100,4
"67","ESV_007955","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, badius","BCOC-S (0-10)","",14,100,1
"68","ESV_007955","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, badius","OCOC-S (0-10)","",10,100,1
"69","ESV_007966","Bacteria, Actinobacteriota, Actinobacteria, Micromonosporales, Micromonosporaceae, Micromonospora, ","OCOC-S (0-10)","",43,100,25
"70","ESV_008131","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia, ","BCOO-S (0-10)","",8,100,8
"71","ESV_008131","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia, ","OCOO-S (0-10)","",44,100,8
"72","ESV_008290","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","BCOO-S (0-10)","",11,100,61
"73","ESV_008336","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, Azohydromonas, ","BCOC-S (0-10)","",10,100,2
"74","ESV_008393","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Cellulomonadaceae, Cellulomonas, ","BCOC-S (0-10)","",14,100,5
"75","ESV_008393","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Cellulomonadaceae, Cellulomonas, ","BCOO-S (0-10)","",11,100,5
"76","ESV_008393","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Cellulomonadaceae, Cellulomonas, ","OCOO-S (0-10)","",14,100,5
"77","ESV_008469","Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, ","BCBC-S (0-10)","",12,100,5
"78","ESV_008469","Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, ","BCOC-S (0-10)","",11,100,5
"79","ESV_008469","Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, ","BCOO-S (0-10)","",16,100,5
"80","ESV_008469","Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, ","OCOC-S (0-10)","",14,100,5
"81","ESV_008469","Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, ","OCOO-S (0-10)","",18,100,5
"82","ESV_008481","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Comamonadaceae, , ","BCOC-S (0-10)","",42,100,6
"83","ESV_008586","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia, ","OCOO-S (0-10)","",10,100,7
"84","ESV_008772","Bacteria, Proteobacteria, Gammaproteobacteria, Steroidobacterales, Steroidobacteraceae, , ","BCOC-D (30-40)","",8,100,2
"85","ESV_009034","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, chinensis","BCOO-S (0-10)","",9,100,1
"86","ESV_009034","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, chinensis","OCOO-S (0-10)","",12,100,1
"87","ESV_009160","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","BCBC-D (30-40)","",16,100,56
"88","ESV_009160","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCBC-D (30-40)","",8,100,56
"89","ESV_009199","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, , ","OCOC-D (30-40)","",15,100,3
"90","ESV_009199","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, , ","OCOC-S (0-10)","",9,100,3
"91","ESV_009255","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, , ","BCOC-S (0-10)","",17,100,2
"92","ESV_009281","Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, ","BCBC-D (30-40)","",15,100,14
"93","ESV_009281","Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, ","BCOC-D (30-40)","",17,100,14
"94","ESV_009281","Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, ","BCOC-S (0-10)","",10,100,14
"95","ESV_009309","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Pseudoxanthomonas, ","BCOO-D (30-40)","",15,100,3
"96","ESV_009354","Bacteria, Firmicutes, Clostridia, Clostridiales, Clostridiaceae, , ","BCOC-S (0-10)","",12,100,5
"97","ESV_009368","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Hyphomicrobiaceae, Hyphomicrobium, ","BCOC-S (0-10)","",11,100,1
"98","ESV_010108","Bacteria, Chloroflexi, KD4-96, , , , ","BCOC-S (0-10)","",21,100,1
"99","ESV_010158","Bacteria, Proteobacteria, Alphaproteobacteria, Caulobacterales, Caulobacteraceae, Brevundimonas, ","OCOO-S (0-10)","",8,100,3
"100","ESV_010278","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, , , ","BCBC-D (30-40)","",9,100,3
"101","ESV_012944","Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, uncultured, ","OCOO-S (0-10)","",10,99.6,3
"102","ESV_013176","Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Azospirillaceae, Skermanella, aerolata","BCOC-S (0-10)","",15,100,1
"103","ESV_013176","Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Azospirillaceae, Skermanella, aerolata","BCOO-S (0-10)","",24,100,1
"104","ESV_013176","Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Azospirillaceae, Skermanella, aerolata","OCBC-S (0-10)","",34,100,1
"105","ESV_013176","Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Azospirillaceae, Skermanella, aerolata","OCOC-S (0-10)","",17,100,1
"106","ESV_013176","Bacteria, Proteobacteria, Alphaproteobacteria, Azospirillales, Azospirillaceae, Skermanella, aerolata","OCOO-S (0-10)","",74,100,1
"107","ESV_013791","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudohongiellaceae, BIyi10, ","BCBC-S (0-10)","",9,100,1
"108","ESV_013791","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudohongiellaceae, BIyi10, ","BCOC-S (0-10)","",13,100,1
"109","ESV_013791","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudohongiellaceae, BIyi10, ","OCBC-S (0-10)","",11,100,1
"110","ESV_013791","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Pseudohongiellaceae, BIyi10, ","OCOO-S (0-10)","",8,100,1
"111","ESV_014086","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, , , ","OCOC-S (0-10)","",13,99.2,3
"112","ESV_014433","Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, , ","BCBC-S (0-10)","",40,100,1
"113","ESV_014433","Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, , ","BCOC-S (0-10)","",9,100,1
"114","ESV_014433","Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, , ","OCBC-S (0-10)","",8,100,1
"115","ESV_014433","Bacteria, Myxococcota, Polyangia, Polyangiales, BIrii41, , ","OCOO-S (0-10)","",12,100,1
"116","ESV_014645","Bacteria, Bacteroidota, Bacteroidia, Chitinophagales, Chitinophagaceae, , ","OCOO-S (0-10)","",13,100,2
"117","ESV_015012","Bacteria, Proteobacteria, Gammaproteobacteria, Pseudomonadales, Microbulbiferaceae, Microbulbifer, ","BCOO-D (30-40)","",8,100,7
"118","ESV_015026","Bacteria, Firmicutes, Bacilli, Bacillales, Bacillaceae, Bacillus, ","OCOC-S (0-10)","",15,100,4
"119","ESV_015360","Bacteria, Proteobacteria, Gammaproteobacteria, , , , ","OCOO-S (0-10)","",10,100,5
"120","ESV_015397","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Lysobacter, ","OCOO-S (0-10)","",11,100,1
"121","ESV_015433","Bacteria, Firmicutes, Bacilli, Bacillales, , , ","BCOO-S (0-10)","",12,100,8
"122","ESV_015433","Bacteria, Firmicutes, Bacilli, Bacillales, , , ","OCBC-S (0-10)","",16,100,8
"123","ESV_015433","Bacteria, Firmicutes, Bacilli, Bacillales, , , ","OCOO-S (0-10)","",44,100,8
"124","ESV_015655","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, ","OCBC-D (30-40)","",10,100,4
"125","ESV_015655","Bacteria, Proteobacteria, Alphaproteobacteria, Rhodobacterales, Rhodobacteraceae, Paracoccus, ","OCOO-S (0-10)","",12,100,4
"126","ESV_015733","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, ","BCOO-S (0-10)","",12,100,1
"127","ESV_015733","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, ","OCBC-S (0-10)","",11,100,1
"128","ESV_015733","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, ","OCOC-S (0-10)","",11,100,1
"129","ESV_015733","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Sphingomonas, ","OCOO-S (0-10)","",25,100,1
"130","ESV_015740","Bacteria, Proteobacteria, Gammaproteobacteria, Gammaproteobacteria Incertae Sedis, Unknown Family, Acidibacter, ","BCOO-S (0-10)","",24,100,1
"131","ESV_015865","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, ","BCOC-S (0-10)","",14,100,1
"132","ESV_015869","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Arenimonas, ","BCOC-S (0-10)","",11,100,3
"133","ESV_015869","Bacteria, Proteobacteria, Gammaproteobacteria, Xanthomonadales, Xanthomonadaceae, Arenimonas, ","OCOO-S (0-10)","",12,100,3
"134","ESV_015909","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Opitutales, Opitutaceae, Lacunisphaera, limnophila","BCOC-S (0-10)","",10,100,1
"135","ESV_015909","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Opitutales, Opitutaceae, Lacunisphaera, limnophila","OCOC-S (0-10)","",12,100,1
"136","ESV_015951","Bacteria, Bacteroidota, Bacteroidia, Cytophagales, Microscillaceae, uncultured, ","BCOO-S (0-10)","",11,100,1
"137","ESV_015958","Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae, uncultured, ","BCBC-S (0-10)","",11,100,1
"138","ESV_015958","Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae, uncultured, ","BCOO-S (0-10)","",11,100,1
"139","ESV_015958","Bacteria, Acidobacteriota, Blastocatellia, Blastocatellales, Blastocatellaceae, uncultured, ","OCOO-S (0-10)","",11,100,1
"140","ESV_015987","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","BCOC-D (30-40)","",16,100,68
"141","ESV_015987","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","BCOC-S (0-10)","",20,100,68
"142","ESV_015987","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","BCOO-S (0-10)","",9,100,68
"143","ESV_015987","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCBC-S (0-10)","",9,100,68
"144","ESV_015987","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCOO-D (30-40)","",13,100,68
"145","ESV_015987","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCOO-S (0-10)","",21,100,68
"146","ESV_016060","Bacteria, Proteobacteria, Gammaproteobacteria, Burkholderiales, Oxalobacteraceae, Massilia, ","BCOO-S (0-10)","",17,100,3
"147","ESV_016072","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, , ","OCOO-S (0-10)","",10,99.6,7
"148","ESV_016078","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Beijerinckiaceae, uncultured, ","OCOO-S (0-10)","",9,100,1
"149","ESV_016111","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter, ","BCOC-S (0-10)","",33,100,4
"150","ESV_016111","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Micrococcaceae, Arthrobacter, ","OCOO-S (0-10)","",24,100,4
"151","ESV_016136","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured, ","BCOC-D (30-40)","",18,100,1
"152","ESV_016259","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured, ","BCOC-D (30-40)","",23,100,1
"153","ESV_016266","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured, ","BCOC-S (0-10)","",8,100,1
"154","ESV_016392","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Xanthobacteraceae, uncultured, ","BCOC-D (30-40)","",8,100,1
"155","ESV_016449","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","BCOC-D (30-40)","",20,100,5
"156","ESV_016549","Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, , ","BCOC-S (0-10)","",44,100,3
"157","ESV_016549","Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, , ","BCOO-S (0-10)","",8,100,3
"158","ESV_016549","Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, , ","OCBC-D (30-40)","",25,100,3
"159","ESV_016549","Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, , ","OCOC-S (0-10)","",12,100,3
"160","ESV_016619","Archaea, Crenarchaeota, Nitrososphaeria, Nitrososphaerales, Nitrososphaeraceae, Nitrososphaera, ","BCBC-D (30-40)","",10,96,1
"161","ESV_016789","Bacteria, Actinobacteriota, Actinobacteria, Corynebacteriales, Mycobacteriaceae, Mycobacterium, ","BCOC-D (30-40)","",9,100,4
"162","ESV_016802","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, , ","OCOO-D (30-40)","",12,100,1
"163","ESV_017080","Bacteria, Actinobacteriota, Actinobacteria, Micrococcales, Bogoriellaceae, Georgenia, ","OCOC-S (0-10)","",8,100,3
"164","ESV_017375","Bacteria, Chloroflexi, KD4-96, , , , ","BCBC-S (0-10)","",16,100,1
"165","ESV_017375","Bacteria, Chloroflexi, KD4-96, , , , ","BCOC-D (30-40)","",23,100,1
"166","ESV_017375","Bacteria, Chloroflexi, KD4-96, , , , ","BCOC-S (0-10)","",101,100,1
"167","ESV_017375","Bacteria, Chloroflexi, KD4-96, , , , ","BCOO-S (0-10)","",16,100,1
"168","ESV_017375","Bacteria, Chloroflexi, KD4-96, , , , ","OCBC-D (30-40)","",8,100,1
"169","ESV_017375","Bacteria, Chloroflexi, KD4-96, , , , ","OCOC-D (30-40)","",30,100,1
"170","ESV_017375","Bacteria, Chloroflexi, KD4-96, , , , ","OCOC-S (0-10)","",105,100,1
"171","ESV_018142","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Devosiaceae, , ","OCOO-S (0-10)","",17,100,2
"172","ESV_018603","Bacteria, Verrucomicrobiota, Verrucomicrobiae, Opitutales, Opitutaceae, Opitutus, ","OCOO-S (0-10)","",12,99.2,6
"173","ESV_018896","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, uncultured, , ","BCOO-D (30-40)","",20,100,1
"174","ESV_018961","Bacteria, Proteobacteria, Alphaproteobacteria, Sphingomonadales, Sphingomonadaceae, Novosphingobium, ","OCOO-D (30-40)","",8,100,1
"175","ESV_019370","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","BCOO-D (30-40)","",10,100,95
"176","ESV_019370","Bacteria, Actinobacteriota, Actinobacteria, Streptomycetales, Streptomycetaceae, Streptomyces, ","OCBC-D (30-40)","",10,100,95
"177","ESV_019764","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Methyloligellaceae, uncultured, ","BCOC-S (0-10)","",11,100,1
"178","ESV_019872","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Stappiaceae, Polymorphum, gilvum","OCOO-D (30-40)","",14,100,1
"179","ESV_020234","Bacteria, Chloroflexi, KD4-96, , , , ","BCOC-D (30-40)","",16,100,1
"180","ESV_020234","Bacteria, Chloroflexi, KD4-96, , , , ","OCOO-D (30-40)","",9,100,1
"181","ESV_020236","Bacteria, Gemmatimonadota, Gemmatimonadetes, Gemmatimonadales, Gemmatimonadaceae, uncultured, ","BCOO-D (30-40)","",10,99.2,3
"182","ESV_020434","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Mesorhizobium, ","BCOC-S (0-10)","",10,100,10
"183","ESV_020434","Bacteria, Proteobacteria, Alphaproteobacteria, Rhizobiales, Rhizobiaceae, Mesorhizobium, ","OCOO-S (0-10)","",10,100,10
"184","ESV_020495","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, , ","BCOC-S (0-10)","",14,100,1
"185","ESV_020495","Bacteria, Acidobacteriota, Vicinamibacteria, Vicinamibacterales, Vicinamibacteraceae, , ","OCOO-S (0-10)","",9,100,1
