"","date","year","season","site","site_type","sample_type","year_samples","season_samples","site_samples","group","organisms_L"
"199",2018-10-19,2018,"fall","MO1","slough","FB250",98,65,25,"larvae",0
"200",2018-10-19,2018,"fall","MO1","slough","FB250",98,65,25,"ept",0
"201",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"flies",0
"202",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"boaters",24
"203",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"mites",0
"204",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"crustaceans",2
"205",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"worms",0
"206",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"mollusks",0
"207",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"beetles",0
"208",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"dragonfly",0
"209",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"larvae",0
"210",2018-12-07,2018,"winter","MO1","slough","FB250",98,99,25,"ept",0
"211",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"flies",0
"212",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"boaters",0
"213",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"mites",0
"214",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"crustaceans",5
"215",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"worms",0
"216",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"mollusks",0
"217",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"beetles",0
"218",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"dragonfly",0
"219",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"larvae",0
"220",2018-03-19,2018,"spring","NDC","slough","FB250",98,124,12,"ept",0
"221",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"flies",0
"222",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"boaters",0
"223",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"mites",0
"224",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"crustaceans",520
"225",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"worms",0
"226",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"mollusks",0
"227",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"beetles",0
"228",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"dragonfly",0
"229",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"larvae",0
"230",2018-04-12,2018,"spring","NDC","slough","FB250",98,124,12,"ept",0
"231",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"flies",5
"232",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"boaters",0
"233",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"mites",0
"234",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"crustaceans",4
"235",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"worms",0
"236",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"mollusks",0
"237",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"beetles",0
"238",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"dragonfly",0
"239",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"larvae",0
"240",2018-06-04,2018,"summer","NDC","slough","FB250",98,55,12,"ept",0
"241",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"flies",0
"242",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"boaters",7
"243",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"mites",0
"244",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"crustaceans",346
"245",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"worms",0
"246",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"mollusks",0
"247",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"beetles",0
"248",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"dragonfly",0
"249",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"larvae",0
"250",2018-12-30,2018,"winter","NDC","slough","FB250",98,99,12,"ept",0
"251",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"flies",0
"252",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"boaters",0
"253",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"mites",0
"254",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"crustaceans",76
"255",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"worms",0
"256",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"mollusks",0
"257",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"beetles",0
"258",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"dragonfly",0
"259",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"larvae",0
"260",2018-03-07,2018,"spring","NEC","slough","FB250",98,124,23,"ept",0
"261",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"flies",0
"262",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"boaters",0
"263",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"mites",0
"264",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"crustaceans",1
"265",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"worms",0
"266",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"mollusks",0
"267",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"beetles",0
"268",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"dragonfly",0
"269",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"larvae",0
"270",2018-03-19,2018,"spring","NEC","slough","FB250",98,124,23,"ept",0
"271",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"flies",0
"272",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"boaters",4
"273",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"mites",0
"274",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"crustaceans",16
"275",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"worms",0
"276",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"mollusks",0
"277",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"beetles",0
"278",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"dragonfly",0
"279",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"larvae",0
"280",2018-05-25,2018,"spring","NEC","slough","FB250",98,124,23,"ept",0
"281",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"flies",3
"282",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"boaters",10
"283",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"mites",0
"284",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"crustaceans",69
"285",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"worms",0
"286",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"mollusks",0
"287",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"beetles",0
"288",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"dragonfly",0
"289",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"larvae",0
"290",2018-08-08,2018,"summer","NEC","slough","FB250",98,55,23,"ept",0
"291",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"flies",1
"292",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"boaters",1
"293",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"mites",0
"294",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"crustaceans",6
"295",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"worms",0
"296",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"mollusks",0
"297",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"beetles",0
"298",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"dragonfly",0
"299",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"larvae",0
"300",2018-09-26,2018,"fall","NEC","slough","FB250",98,65,23,"ept",0
"301",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"flies",0
"302",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"boaters",19
"303",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"mites",0
"304",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"crustaceans",3
"305",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"worms",0
"306",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"mollusks",0
"307",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"beetles",0
"308",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"dragonfly",0
"309",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"larvae",0
"310",2018-11-07,2018,"fall","NEC","slough","FB250",98,65,23,"ept",0
"311",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"flies",0
"312",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"boaters",0
"313",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"mites",0
"314",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"crustaceans",28
"315",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"worms",0
"316",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"mollusks",0
"317",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"beetles",0
"318",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"dragonfly",0
"319",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"larvae",0
"320",2018-12-04,2018,"winter","NEC","slough","FB250",98,99,23,"ept",0
"321",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"flies",0
"322",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"boaters",0
"323",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"mites",0
"324",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"crustaceans",105
"325",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"worms",0
"326",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"mollusks",0
"327",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"beetles",0
"328",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"dragonfly",0
"329",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"larvae",0
"330",2018-03-07,2018,"spring","NMC","slough","FB250",98,124,21,"ept",0
"331",2018-04-27,2018,"spring","NMC","slough","FB250",98,124,21,"flies",0
"332",2018-04-27,2018,"spring","NMC","slough","FB250",98,124,21,"boaters",1
"333",2018-04-27,2018,"spring","NMC","slough","FB250",98,124,21,"mites",0
"334",2018-04-27,2018,"spring","NMC","slough","FB250",98,124,21,"crustaceans",9
"335",2018-04-27,2018,"spring","NMC","slough","FB250",98,124,21,"worms",0
"336",2018-04-27,2018,"spring","NMC","slough","FB250",98,124,21,"mollusks",0
