"","date","year","season","breach_status","site","site_name","site_type","site_reserve","site_desc","sample_type","filter_method","DO_mg_L","DO_pct","cond_spec_mS_cm","sal_ppt","temp_c","baro_mm_Hg","pH","total","taxa","organisms_L","organisms_L_season","organisms_L_year","organisms_L_site","organisms_L_log","organisms_L_season_log","organisms_L_year_log","organisms_L_site_log"
"11",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"coleoptera_hydrophilidae",0,0,0,0,0,0,0,0
"12",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"coleoptera_dytiscidae",0,0,0,0,0,0,0,0
"13",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"coleoptera_hydraenidae",0,0,0,0,0,0,0,0
"14",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"dipteran_sp",0,0,0,0,0,0,0,0
"15",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"diptera_chironomid",0,0,0,0,0,0,0,0
"16",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"diptera_ceratopogonidae",0,0,0,0,0,0,0,0
"17",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"diptera_ephydridae",20,0.363636363636364,0.303030303030303,0.833333333333333,3.04452243772342,0.31015492830384,0.264692554227082,0.606135803570316
"18",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"diptera_stratiomyidae",0,0,0,0,0,0,0,0
"19",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"diptera_culicidae",0,0,0,0,0,0,0,0
"20",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"ephemeroptera",0,0,0,0,0,0,0,0
"21",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"hemiptera_corixidae_boatman",0,0,0,0,0,0,0,0
"22",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"hemiptera_notonectidae",0,0,0,0,0,0,0,0
"23",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"odonate",0,0,0,0,0,0,0,0
"24",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"collembola_springtail",0,0,0,0,0,0,0,0
"25",2018-01-07,2018,"winter","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,25,162,165,16.8,770,NA,20.1,"arachnida_acari",0,0,0,0,0,0,0,0
"26",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"ostracod",0,0,0,0,0,0,0,0
"27",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"copepod",0.4,0.008,0.00606060606060606,0.019047619047619,0.336472236621213,0.00796816964917688,0.00604231445596266,0.0188684843043827
"28",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"amphipod",0,0,0,0,0,0,0,0
"29",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"cladocera",0,0,0,0,0,0,0,0
"30",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"clam_shrimp",0,0,0,0,0,0,0,0
"31",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"annelida_oligochaete",0,0,0,0,0,0,0,0
"32",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"annelida_polychaete",0,0,0,0,0,0,0,0
"33",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"nematode",0,0,0,0,0,0,0,0
"34",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"gastropod_snail",0,0,0,0,0,0,0,0
"35",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"coleoptera_sp",0,0,0,0,0,0,0,0
"36",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"coleoptera_hydrophilidae",0,0,0,0,0,0,0,0
"37",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"coleoptera_dytiscidae",0,0,0,0,0,0,0,0
"38",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"coleoptera_hydraenidae",0,0,0,0,0,0,0,0
"39",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"dipteran_sp",0,0,0,0,0,0,0,0
"40",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"diptera_chironomid",0.3,0.006,0.00454545454545455,0.0142857142857143,0.262364264467491,0.00598207167754747,0.00453515516539136,0.0141846349919564
"41",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"diptera_ceratopogonidae",0,0,0,0,0,0,0,0
"42",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"diptera_ephydridae",0,0,0,0,0,0,0,0
"43",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"diptera_stratiomyidae",0,0,0,0,0,0,0,0
"44",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"diptera_culicidae",0,0,0,0,0,0,0,0
"45",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"ephemeroptera",0,0,0,0,0,0,0,0
"46",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"hemiptera_corixidae_boatman",0.3,0.006,0.00454545454545455,0.0142857142857143,0.262364264467491,0.00598207167754747,0.00453515516539136,0.0141846349919564
"47",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"hemiptera_notonectidae",0,0,0,0,0,0,0,0
"48",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"odonate",0,0,0,0,0,0,0,0
"49",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"collembola_springtail",0,0,0,0,0,0,0,0
"50",2018-09-28,2018,"fall","closed","NMC","Main Channel","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,1,"arachnida_acari",0,0,0,0,0,0,0,0
"51",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"ostracod",0,0,0,0,0,0,0,0
"52",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"copepod",0,0,0,0,0,0,0,0
"53",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"amphipod",0,0,0,0,0,0,0,0
"54",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"cladocera",0,0,0,0,0,0,0,0
"55",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"clam_shrimp",0,0,0,0,0,0,0,0
"56",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"annelida_oligochaete",0,0,0,0,0,0,0,0
"57",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"annelida_polychaete",0,0,0,0,0,0,0,0
"58",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"nematode",0,0,0,0,0,0,0,0
"59",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"gastropod_snail",0,0,0,0,0,0,0,0
"60",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"coleoptera_sp",0,0,0,0,0,0,0,0
"61",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"coleoptera_hydrophilidae",0,0,0,0,0,0,0,0
"62",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"coleoptera_dytiscidae",0,0,0,0,0,0,0,0
"63",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"coleoptera_hydraenidae",0,0,0,0,0,0,0,0
"64",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"dipteran_sp",0,0,0,0,0,0,0,0
"65",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"diptera_chironomid",0,0,0,0,0,0,0,0
"66",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"diptera_ceratopogonidae",0,0,0,0,0,0,0,0
"67",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"diptera_ephydridae",0,0,0,0,0,0,0,0
"68",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"diptera_stratiomyidae",0,0,0,0,0,0,0,0
"69",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"diptera_culicidae",0,0,0,0,0,0,0,0
"70",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"ephemeroptera",0,0,0,0,0,0,0,0
"71",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"hemiptera_corixidae_boatman",0,0,0,0,0,0,0,0
"72",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"hemiptera_notonectidae",0,0,0,0,0,0,0,0
"73",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"odonate",0,0,0,0,0,0,0,0
"74",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"collembola_springtail",0.4,0.0125,0.00606060606060606,0.0166666666666667,0.336472236621213,0.0124225199985571,0.00604231445596266,0.0165293019512105
"75",2018-08-24,2018,"summer","closed","CUL1","Culvert","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,0.4,"arachnida_acari",0,0,0,0,0,0,0,0
"76",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"ostracod",44.5,0.89,0.674242424242424,1.93478260869565,3.8177123259569,0.636576829071551,0.515360778931382,1.07663338194933
"77",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"copepod",0.1,0.002,0.00151515151515152,0.00434782608695652,0.0953101798043249,0.00199800266267306,0.00151400483121501,0.00433840159859814
"78",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"amphipod",0,0,0,0,0,0,0,0
"79",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"cladocera",0,0,0,0,0,0,0,0
"80",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"clam_shrimp",0,0,0,0,0,0,0,0
"81",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"annelida_oligochaete",0,0,0,0,0,0,0,0
"82",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"annelida_polychaete",0,0,0,0,0,0,0,0
"83",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"nematode",0,0,0,0,0,0,0,0
"84",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"gastropod_snail",0,0,0,0,0,0,0,0
"85",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"coleoptera_sp",0,0,0,0,0,0,0,0
"86",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"coleoptera_hydrophilidae",0,0,0,0,0,0,0,0
"87",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"coleoptera_dytiscidae",0,0,0,0,0,0,0,0
"88",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"coleoptera_hydraenidae",0,0,0,0,0,0,0,0
"89",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"dipteran_sp",0,0,0,0,0,0,0,0
"90",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"diptera_chironomid",0,0,0,0,0,0,0,0
"91",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"diptera_ceratopogonidae",0,0,0,0,0,0,0,0
"92",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"diptera_ephydridae",0,0,0,0,0,0,0,0
"93",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"diptera_stratiomyidae",0,0,0,0,0,0,0,0
"94",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"diptera_culicidae",0,0,0,0,0,0,0,0
"95",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"ephemeroptera",0,0,0,0,0,0,0,0
"96",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"hemiptera_corixidae_boatman",11.5,0.23,0.174242424242424,0.5,2.52572864430826,0.207014169384326,0.160623194332876,0.405465108108164
"97",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"hemiptera_notonectidae",0,0,0,0,0,0,0,0
"98",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"odonate",0,0,0,0,0,0,0,0
"99",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"collembola_springtail",0,0,0,0,0,0,0,0
"100",2018-09-28,2018,"fall","closed","NVBR","North of Venoco Bridge","slough","NCOS","Slough in NCOS","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,56.1,"arachnida_acari",0,0,0,0,0,0,0,0
"101",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"ostracod",0.1,0.003125,0.00151515151515152,0.00666666666666667,0.0953101798043249,0.00312012733624368,0.00151400483121501,0.00664454271866851
"102",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"copepod",5.6,0.175,0.0848484848484848,0.373333333333333,1.88706964903238,0.161268147596122,0.0814403319401745,0.317240874693325
"103",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"amphipod",0,0,0,0,0,0,0,0
"104",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"cladocera",0,0,0,0,0,0,0,0
"105",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"clam_shrimp",0,0,0,0,0,0,0,0
"106",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"annelida_oligochaete",0,0,0,0,0,0,0,0
"107",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"annelida_polychaete",0,0,0,0,0,0,0,0
"108",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"nematode",0,0,0,0,0,0,0,0
"109",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"gastropod_snail",0,0,0,0,0,0,0,0
"110",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"coleoptera_sp",0,0,0,0,0,0,0,0
"111",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"coleoptera_hydrophilidae",0,0,0,0,0,0,0,0
"112",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"coleoptera_dytiscidae",0,0,0,0,0,0,0,0
"113",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"coleoptera_hydraenidae",0,0,0,0,0,0,0,0
"114",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"dipteran_sp",0,0,0,0,0,0,0,0
"115",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"diptera_chironomid",0,0,0,0,0,0,0,0
"116",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"diptera_ceratopogonidae",0.4,0.0125,0.00606060606060606,0.0266666666666667,0.336472236621213,0.0124225199985571,0.00604231445596266,0.0263173083173734
"117",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"diptera_ephydridae",0.4,0.0125,0.00606060606060606,0.0266666666666667,0.336472236621213,0.0124225199985571,0.00604231445596266,0.0263173083173734
"118",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"diptera_stratiomyidae",0,0,0,0,0,0,0,0
"119",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"diptera_culicidae",0,0,0,0,0,0,0,0
"120",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"ephemeroptera",0,0,0,0,0,0,0,0
"121",2018-08-24,2018,"summer","closed","VBR1","South of Venoco Bridge","slough","COPR","Slough in COPR","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,7.4,"hemiptera_corixidae_boatman",0.9,0.028125,0.0136363636363636,0.06,0.641853886172395,0.0277367549715996,0.0135442251077573,0.0582689081239758
