"","date","year","season","site","breach_status","site_type","sample_type","filter_method","group","organisms_L","organisms_L_season","organisms_L_year","organisms_L_site"
"27",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"28",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"29",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"30",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters","springtail",0.336472236621213,0.0125,0.00606060606060606,0.0166666666666667
"31",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"32",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"33",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"34",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","flies",0,0,0,0
"35",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","boaters",2.52572864430826,0.23,0.174242424242424,0.5
"36",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"37",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","crustaceans",3.81990771652034,0.892,0.675757575757576,1.93913043478261
"38",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"39",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"40",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"41",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"42",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"43",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"44",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"45",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","flies",0.587786664902119,0.025,0.0121212121212121,0.0533333333333333
"46",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","boaters",0.641853886172395,0.028125,0.0136363636363636,0.06
"47",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"48",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","crustaceans",1.90210752639692,0.178125,0.0863636363636364,0.38
"49",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"50",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"51",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"52",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"53",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"54",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"55",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"56",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","flies",0.641853886172395,0.018,0.0136363636363636,0.0375
"57",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","boaters",0.741937344729377,0.022,0.0166666666666667,0.0458333333333333
"58",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"59",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","crustaceans",1.93152141160321,0.118,0.0893939393939394,0.245833333333333
"60",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"61",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"62",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","beetles",0.0953101798043249,0.002,0.00151515151515152,0.00416666666666667
"63",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"64",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"65",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"66",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"67",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","flies",0,0,0,0
"68",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","boaters",0.0953101798043249,0.003125,0.00151515151515152,0.00434782608695652
"69",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"70",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","crustaceans",2.86789890204411,0.51875,0.251515151515152,0.721739130434783
"71",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","worms",0.0953101798043249,0.003125,0.00151515151515152,0.00434782608695652
"72",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"73",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"74",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"75",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"76",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"77",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"78",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","flies",0.693147180559945,0.0181818181818182,0.0151515151515152,0.0416666666666667
"79",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","boaters",1.54756250871601,0.0672727272727273,0.0560606060606061,0.154166666666667
"80",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"81",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","crustaceans",5.68663631582123,5.34363636363636,4.4530303030303,12.2458333333333
"82",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"83",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"84",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"85",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"86",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"87",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"88",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"89",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","flies",1.52605630349505,0.1125,0.0545454545454545,0.15
"90",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","boaters",2.43361335540045,0.325,0.157575757575758,0.433333333333333
"91",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"92",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","crustaceans",4.25844557290253,2.178125,1.05606060606061,2.90416666666667
"93",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"94",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"95",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"96",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"97",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"98",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"99",2018-08-08,2018,"summer","NEC","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"100",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","flies",0.405465108108164,0.00909090909090909,0.00757575757575758,0.0192307692307692
"101",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","boaters",0,0,0,0
"102",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","mites",0.0953101798043249,0.00181818181818182,0.00151515151515152,0.00384615384615385
"103",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","crustaceans",4.26689632742025,1.27818181818182,1.06515151515152,2.70384615384615
"104",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"105",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"106",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"107",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"108",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"109",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"110",2018-01-07,2018,"winter","MO1","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"111",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","flies",0.993251773010283,0.053125,0.0257575757575758,0.080952380952381
"112",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","boaters",0.336472236621213,0.0125,0.00606060606060606,0.019047619047619
"113",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"114",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","crustaceans",4.08092154188996,1.81875,0.881818181818182,2.77142857142857
"115",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"116",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"117",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"118",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"119",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"120",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"121",2018-08-08,2018,"summer","NMC","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"122",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","flies",0.0953101798043249,0.002,0.00151515151515152,0.00434782608695652
"123",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","boaters",2.19722457733622,0.16,0.121212121212121,0.347826086956522
"124",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"125",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","crustaceans",1.56861591791385,0.076,0.0575757575757576,0.165217391304348
"126",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"127",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"128",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"129",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"130",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"131",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"132",2018-11-02,2018,"fall","NPB","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"133",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","flies",0,0,0,0
"134",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","boaters",6.01395962493535,8.162,6.18333333333333,15.6961538461538
"135",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"136",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","crustaceans",1.77495235091167,0.098,0.0742424242424242,0.188461538461538
"137",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"138",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"139",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"140",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"141",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"142",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"143",2018-10-19,2018,"fall","MO1","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"144",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","flies",0.0953101798043249,0.002,0.00151515151515152,0.00666666666666667
"145",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","boaters",2.28238238567653,0.176,0.133333333333333,0.586666666666667
"146",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"147",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","crustaceans",0.741937344729377,0.022,0.0166666666666667,0.0733333333333333
"148",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"149",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"150",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"151",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"152",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"153",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"154",2018-10-24,2018,"fall","VBR1","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"155",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","flies",0.336472236621213,0.008,0.00606060606060606,0.0173913043478261
"156",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","boaters",0.916290731874155,0.03,0.0227272727272727,0.0652173913043478
"157",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"158",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","crustaceans",0.993251773010283,0.034,0.0257575757575758,0.0739130434782609
"159",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"160",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"161",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"162",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"163",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"164",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"165",2018-10-24,2018,"fall","NVBR","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"166",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","flies",0,0,0,0
"167",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","boaters",0.0953101798043249,0.003125,0.00151515151515152,0.00384615384615385
"168",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"169",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","crustaceans",0.0953101798043249,0.003125,0.00151515151515152,0.00384615384615385
"170",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"171",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"172",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"173",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"174",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"175",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"176",2018-08-06,2018,"summer","MO1","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"177",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","flies",0,0,0,NA
"178",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","boaters",2.05412373369555,0.107936507936508,0.103030303030303,NA
"179",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","mites",0,0,0,NA
"180",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","crustaceans",4.1026433650368,0.944444444444444,0.901515151515151,NA
"181",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","worms",0,0,0,NA
"182",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","mollusks",0,0,0,NA
"183",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","beetles",0,0,0,NA
"184",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","springtail",0,0,0,NA
"185",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","dragonfly",0,0,0,NA
"186",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","larvae",0,0,0,NA
"187",2018-05-08,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","ept",0,0,0,NA
"188",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","flies",0.0953101798043249,0.003125,0.00151515151515152,0.00384615384615385
"189",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","boaters",0.832909122935104,0.040625,0.0196969696969697,0.05
"190",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"191",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","crustaceans",2.30258509299405,0.28125,0.136363636363636,0.346153846153846
"192",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"193",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"194",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"195",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"196",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"197",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"198",2018-06-07,2018,"summer","MO1","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"199",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","flies",0.955511445027436,0.0253968253968254,0.0242424242424242,NA
"200",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","boaters",3.48737507790321,0.503174603174603,0.48030303030303,NA
"201",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","mites",0,0,0,NA
"202",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","crustaceans",3.98527346716774,0.838095238095238,0.8,NA
"203",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","worms",0,0,0,NA
"204",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","mollusks",0,0,0,NA
"205",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","beetles",0,0,0,NA
"206",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","springtail",0,0,0,NA
"207",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","dragonfly",0,0,0,NA
"208",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","larvae",0,0,0,NA
"209",2018-05-09,2018,"spring","DSP","post-breach","pool","FB250","7.5 liters","ept",0,0,0,NA
"210",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","flies",0,0,0,0
"211",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","boaters",2.9704144655697,0.37,0.28030303030303,0.770833333333333
"212",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"213",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","crustaceans",1.3609765531356,0.058,0.0439393939393939,0.120833333333333
"214",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"215",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"216",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"217",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"218",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"219",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"220",2018-11-07,2018,"fall","NEC","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"221",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","flies",0,0,0,0
"222",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","boaters",0.78845736036427,0.019047619047619,0.0181818181818182,0.0461538461538461
"223",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","mites",0,0,0,0
"224",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","crustaceans",3.62434093297637,0.579365079365079,0.553030303030303,1.40384615384615
"225",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","worms",0,0,0,0
"226",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","mollusks",0,0,0,0
"227",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","beetles",0,0,0,0
"228",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","springtail",0,0,0,0
"229",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"230",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","larvae",0,0,0,0
"231",2018-05-08,2018,"spring","MO1","post-breach","slough","FB250","7.5 liters","ept",0,0,0,0
"232",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","flies",0.0953101798043249,0.00181818181818182,0.00151515151515152,0.00416666666666667
"233",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","boaters",0.336472236621213,0.00727272727272727,0.00606060606060606,0.0166666666666667
"234",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","mites",0,0,0,0
"235",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","crustaceans",4.62595272517062,1.83818181818182,1.53181818181818,4.2125
"236",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","worms",0,0,0,0
"237",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","mollusks",0,0,0,0
"238",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","beetles",0,0,0,0
"239",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","springtail",0,0,0,0
"240",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","dragonfly",0,0,0,0
"241",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","larvae",0,0,0,0
"242",2018-02-23,2018,"winter","CUL1","closed","slough","FB250","7.5 liters","ept",0,0,0,0
"243",2018-05-21,2018,"spring","VBR1","post-breach","slough","FB250","7.5 liters","flies",0,0,0,0
"244",2018-05-21,2018,"spring","VBR1","post-breach","slough","FB250","7.5 liters","boaters",2.05412373369555,0.107936507936508,0.103030303030303,0.453333333333333
"245",2018-05-21,2018,"spring","VBR1","post-breach","slough","FB250","7.5 liters","mites",0,0,0,0
"246",2018-05-21,2018,"spring","VBR1","post-breach","slough","FB250","7.5 liters","crustaceans",0.336472236621213,0.00634920634920635,0.00606060606060606,0.0266666666666667
