"","date","year","season","site","breach_status","site_type","sample_type","filter_method","DO_mg_L","DO_pct","cond_spec_mS_cm","sal_ppt","temp_c","baro_mm_Hg","pH","taxa","organisms_L","organisms_L_season","organisms_L_year","organisms_L_site"
"26",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"copepod",0.336472236621213,0.00796816964917688,0.00604231445596266,0.0188684843043827
"27",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"amphipod",0,0,0,0
"28",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"cladocera",0,0,0,0
"29",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"clam_shrimp",0,0,0,0
"30",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"annelida_oligochaete",0,0,0,0
"31",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"annelida_polychaete",0,0,0,0
"32",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"nematode",0,0,0,0
"33",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"coleoptera_sp",0,0,0,0
"34",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"coleoptera_hydrophilidae",0,0,0,0
"35",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"coleoptera_dytiscidae",0,0,0,0
"36",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"coleoptera_hydraenidae",0,0,0,0
"37",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"dipteran_sp",0,0,0,0
"38",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"diptera_chironomid",0.262364264467491,0.00598207167754747,0.00453515516539136,0.0141846349919564
"39",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"diptera_ceratopogonidae",0,0,0,0
"40",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"diptera_ephydridae",0,0,0,0
"41",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"diptera_stratiomyidae",0,0,0,0
"42",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"diptera_culicidae",0,0,0,0
"43",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"ephemeroptera",0,0,0,0
"44",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"hemiptera_corixidae_boatman",0.262364264467491,0.00598207167754747,0.00453515516539136,0.0141846349919564
"45",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"hemiptera_notonectidae",0,0,0,0
"46",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"odonate",0,0,0,0
"47",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"collembola_springtail",0,0,0,0
"48",2018-09-28,2018,"fall","NMC","closed","slough","FB250","7.5 liters",NA,156,158,118,28.5,759,7.9,"arachnida_acari",0,0,0,0
"49",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"ostracod",0,0,0,0
"50",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"copepod",0,0,0,0
"51",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"amphipod",0,0,0,0
"52",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"cladocera",0,0,0,0
"53",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"clam_shrimp",0.0953101798043249,0.00312012733624368,0.00151400483121501,0.00415801014866368
"54",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"annelida_oligochaete",0,0,0,0
"55",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"annelida_polychaete",0,0,0,0
"56",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"nematode",0,0,0,0
"57",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"coleoptera_sp",0,0,0,0
"58",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"coleoptera_hydrophilidae",0,0,0,0
"59",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"coleoptera_dytiscidae",0,0,0,0
"60",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"coleoptera_hydraenidae",0,0,0,0
"61",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"dipteran_sp",0,0,0,0
"62",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"diptera_chironomid",0,0,0,0
"63",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"diptera_ceratopogonidae",0,0,0,0
"64",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"diptera_ephydridae",0,0,0,0
"65",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"diptera_stratiomyidae",0,0,0,0
"66",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"diptera_culicidae",0,0,0,0
"67",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"ephemeroptera",0,0,0,0
"68",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"hemiptera_corixidae_boatman",0,0,0,0
"69",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"hemiptera_notonectidae",0,0,0,0
"70",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"odonate",0,0,0,0
"71",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"collembola_springtail",0.336472236621213,0.0124225199985571,0.00604231445596266,0.0165293019512105
"72",2018-08-24,2018,"summer","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"arachnida_acari",0,0,0,0
"73",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"ostracod",3.8177123259569,0.636576829071551,0.515360778931382,1.07663338194933
"74",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"copepod",0.0953101798043249,0.00199800266267306,0.00151400483121501,0.00433840159859814
"75",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"amphipod",0,0,0,0
"76",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"cladocera",0,0,0,0
"77",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"clam_shrimp",0,0,0,0
"78",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"annelida_oligochaete",0,0,0,0
"79",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"annelida_polychaete",0,0,0,0
"80",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"nematode",0,0,0,0
"81",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"coleoptera_sp",0,0,0,0
"82",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"coleoptera_hydrophilidae",0,0,0,0
"83",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"coleoptera_dytiscidae",0,0,0,0
"84",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"coleoptera_hydraenidae",0,0,0,0
"85",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"dipteran_sp",0,0,0,0
"86",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"diptera_chironomid",0,0,0,0
"87",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"diptera_ceratopogonidae",0,0,0,0
"88",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"diptera_ephydridae",0,0,0,0
"89",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"diptera_stratiomyidae",0,0,0,0
"90",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"diptera_culicidae",0,0,0,0
"91",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"ephemeroptera",0,0,0,0
"92",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"hemiptera_corixidae_boatman",2.52572864430826,0.207014169384326,0.160623194332876,0.405465108108164
"93",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"hemiptera_notonectidae",0,0,0,0
"94",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"odonate",0,0,0,0
"95",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"collembola_springtail",0,0,0,0
"96",2018-09-28,2018,"fall","NVBR","closed","slough","FB250","7.5 liters",NA,170,144,111,25.8,760,8.2,"arachnida_acari",0,0,0,0
"97",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"ostracod",0.0953101798043249,0.00312012733624368,0.00151400483121501,0.00664454271866851
"98",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"copepod",1.88706964903238,0.161268147596122,0.0814403319401745,0.317240874693325
"99",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"amphipod",0,0,0,0
"100",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"cladocera",0,0,0,0
"101",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"clam_shrimp",0,0,0,0
"102",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"annelida_oligochaete",0,0,0,0
"103",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"annelida_polychaete",0,0,0,0
"104",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"nematode",0,0,0,0
"105",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"coleoptera_sp",0,0,0,0
"106",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"coleoptera_hydrophilidae",0,0,0,0
"107",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"coleoptera_dytiscidae",0,0,0,0
"108",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"coleoptera_hydraenidae",0,0,0,0
"109",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"dipteran_sp",0,0,0,0
"110",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"diptera_chironomid",0,0,0,0
"111",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"diptera_ceratopogonidae",0.336472236621213,0.0124225199985571,0.00604231445596266,0.0263173083173734
"112",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"diptera_ephydridae",0.336472236621213,0.0124225199985571,0.00604231445596266,0.0263173083173734
"113",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"diptera_stratiomyidae",0,0,0,0
"114",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"diptera_culicidae",0,0,0,0
"115",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"ephemeroptera",0,0,0,0
"116",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"hemiptera_corixidae_boatman",0.641853886172395,0.0277367549715996,0.0135442251077573,0.0582689081239758
"117",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"hemiptera_notonectidae",0,0,0,0
"118",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"odonate",0,0,0,0
"119",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"collembola_springtail",0,0,0,0
"120",2018-08-24,2018,"summer","VBR1","closed","slough","FB250","7.5 liters",NA,69,113,88.2,23,762,NA,"arachnida_acari",0,0,0,0
"121",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"ostracod",0,0,0,0
"122",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"copepod",1.93152141160321,0.111541374732908,0.0856215227005754,0.219804650048695
"123",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"amphipod",0,0,0,0
"124",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"cladocera",0,0,0,0
"125",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"clam_shrimp",0,0,0,0
"126",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"annelida_oligochaete",0,0,0,0
"127",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"annelida_polychaete",0,0,0,0
"128",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"nematode",0,0,0,0
"129",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"coleoptera_sp",0.0953101798043249,0.00199800266267306,0.00151400483121501,0.00415801014866368
"130",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"coleoptera_hydrophilidae",0,0,0,0
"131",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"coleoptera_dytiscidae",0,0,0,0
"132",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"coleoptera_hydraenidae",0,0,0,0
"133",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"dipteran_sp",0,0,0,0
"134",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"diptera_chironomid",0,0,0,0
"135",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"diptera_ceratopogonidae",0.641853886172395,0.017839918128331,0.0135442251077573,0.0368139731227164
"136",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"diptera_ephydridae",0,0,0,0
"137",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"diptera_stratiomyidae",0,0,0,0
"138",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"diptera_culicidae",0,0,0,0
"139",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"ephemeroptera",0,0,0,0
"140",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"hemiptera_corixidae_boatman",0.741937344729377,0.0217614917815127,0.0165293019512105,0.0448140157897926
"141",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"hemiptera_notonectidae",0,0,0,0
"142",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"odonate",0,0,0,0
"143",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"collembola_springtail",0,0,0,0
"144",2018-09-26,2018,"fall","NEC","closed","slough","FB250","7.5 liters",NA,143,117,76.7,31.3,760,NA,"arachnida_acari",0,0,0,0
"145",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"ostracod",0.262364264467491,0.00933132742888422,0.00453515516539136,0.0129591446425051
"146",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"copepod",2.85070650150373,0.4116956578588,0.220716365656599,0.535730302946066
"147",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"amphipod",0,0,0,0
"148",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"cladocera",0,0,0,0
"149",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"clam_shrimp",0,0,0,0
"150",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"annelida_oligochaete",0,0,0,0
"151",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"annelida_polychaete",0,0,0,0
"152",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"nematode",0.0953101798043249,0.00312012733624368,0.00151400483121501,0.00433840159859814
"153",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"coleoptera_sp",0,0,0,0
"154",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"coleoptera_hydrophilidae",0,0,0,0
"155",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"coleoptera_dytiscidae",0,0,0,0
"156",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"coleoptera_hydraenidae",0,0,0,0
"157",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"dipteran_sp",0,0,0,0
"158",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"diptera_chironomid",0,0,0,0
"159",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"diptera_ceratopogonidae",0,0,0,0
"160",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"diptera_ephydridae",0,0,0,0
"161",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"diptera_stratiomyidae",0,0,0,0
"162",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"diptera_culicidae",0,0,0,0
"163",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"ephemeroptera",0,0,0,0
"164",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"hemiptera_corixidae_boatman",0.0953101798043249,0.00312012733624368,0.00151400483121501,0.00433840159859814
"165",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"hemiptera_notonectidae",0,0,0,0
"166",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"odonate",0,0,0,0
"167",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"collembola_springtail",0,0,0,0
"168",2018-08-24,2018,"summer","NVBR","closed","slough","FB250","7.5 liters",NA,12,102,76.1,24.2,761,NA,"arachnida_acari",0,0,0,0
"169",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"ostracod",2.70136121295141,0.225322992787142,0.191121110745804,0.456897281740435
"170",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"copepod",5.63835466933375,1.8067973465926,1.6567840330313,2.53897387105828
"171",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"amphipod",0,0,0,0
"172",2018-12-30,2018,"winter","CUL1","closed","slough","FB250","7.5 liters",NA,NA,NA,NA,NA,NA,NA,"cladocera",0,0,0,0
